variant,lambda,g,t,omega,omega_over_t,mu,bands,avg_sign,avg_phase_mag,avg_order,energy_estimator
signed,1,0.707106781187,1,0.5,0.5,-6.5,3,-0.000694,0.000694,122.588291,-18.4374707927
